#Subj:	10385
#Run:	1
#Age:	25
#Gender:	female
#29-Jul-2013
Func	Run	Trial	Block	Null	trialStartTime	Mag	ScoreInc	Freq	EV	RT	Emotion	Image
IEV	1	114	10	0	1.090009e+03	110	0	4.687904e-01	5.172992e+01	3558	happy	happy_5.png
IEV	1	115	10	0	1.096939e+03	106	106	4.677457e-01	4.943185e+01	3563	happy	happy_6.png
IEV	1	116	10	0	1.104236e+03	103	0	4.767270e-01	4.903377e+01	3520	happy	happy_20.png
IEV	1	117	10	0	1.111188e+03	99	99	4.975743e-01	4.907328e+01	3420	happy	happy_13.png
IEV	1	118	10	0	1.118527e+03	94	0	5.019418e-01	4.737033e+01	3399	happy	happy_18.png
IEV	1	119	10	0	1.126235e+03	97	0	4.800669e-01	4.648332e+01	3504	happy	happy_7.png
IEV	1	120	10	0	1.133896e+03	102	0	4.929943e-01	5.026387e+01	3442	happy	happy_17.png
IEV	1	121	10	0	1.140599e+03	27	27	8.240772e-01	2.225701e+01	1503	happy	happy_4.png
IEV	1	122	10	0	1.147181e+03	41	41	7.485065e-01	3.100409e+01	2079	happy	happy_14.png
IEV	1	123	10	0	1.154514e+03	91	0	5.040200e-01	4.575754e+01	3389	happy	happy_3.png
IEV	1	124	10	0	1.162169e+03	72	0	5.781144e-01	4.164216e+01	3027	happy	happy_15.png
IEV	1	125	10	0	1.168923e+03	59	0	6.626545e-01	3.880973e+01	2588	happy	happy_12.png
IEV	1	126	10	0	1.175726e+03	19	0	8.969195e-01	1.735645e+01	321	happy	happy_16.png
CEVR	1	127	9	0	1.245319e+03	132	0	2.896444e-01	3.815858e+01	1829	fear	fear_10.png
CEVR	1	128	9	0	1.250635e+03	179	179	2.089721e-01	3.741794e+01	103	fear	fear_16.png
CEVR	1	129	9	0	1.256356e+03	167	0	2.156536e-01	3.592173e+01	295	fear	fear_2.png
CEVR	1	130	9	0	1.262046e+03	172	0	2.156536e-01	37	295	fear	fear_15.png
CEVR	1	131	9	0	1.267440e+03	182	0	2.074988e-01	3.783000e+01	59	fear	fear_21.png
CEVR	1	132	9	0	1.273839e+03	173	0	2.146172e-01	3.721462e+01	266	fear	fear_5.png
CEVR	1	133	9	0	1.280107e+03	154	0	2.443857e-01	3.773316e+01	1001	fear	fear_11.png
CEVR	1	134	9	0	1.287540e+03	121	121	2.976327e-01	3.610710e+01	1949	fear	fear_8.png
CEVR	1	135	9	0	1.294911e+03	115	115	3.329905e-01	3.833196e+01	2411	fear	fear_6.png
CEVR	1	136	9	0	1.301890e+03	121	121	3.047059e-01	37	2050	fear	fear_18.png
CEVR	1	137	9	0	1.309104e+03	126	0	3.053525e-01	3.852676e+01	2059	fear	fear_13.png
CEVR	1	138	9	0	1.315382e+03	115	0	3.207828e-01	37	2263	fear	fear_1.png
CEVR	1	139	9	0	1.322133e+03	148	0	2.432382e-01	3.602705e+01	976	fear	fear_3.png
CEVR	1	140	9	0	1.329065e+03	102	102	3.451493e-01	3.527425e+01	2548	fear	fear_20.png
CEVR	1	141	9	0	1.335583e+03	103	103	3.598222e-01	37	2701	fear	fear_17.png
CEVR	1	142	9	0	1.343434e+03	104	0	3.677932e-01	3.810338e+01	2779	fear	fear_19.png
CEVR	1	143	9	0	1.350146e+03	117	117	3.229426e-01	3.764589e+01	2290	fear	fear_12.png
CEVR	1	144	9	0	1.357591e+03	114	0	3.312020e-01	3.766240e+01	2390	fear	fear_7.png
CEVR	1	145	9	0	1.364001e+03	120	0	3.222997e-01	3.861150e+01	2282	fear	fear_9.png
CEVR	1	146	9	0	1.370752e+03	126	0	3.003247e-01	3.790097e+01	1988	fear	fear_4.png
CEVR	1	147	9	0	1.376692e+03	151	0	2.436959e-01	3.675630e+01	986	fear	fear_14.png
CEVR	1	148	9	0	1.384525e+03	103	103	3.455176e-01	3.561793e+01	2552	fear	fear_21.png
CEVR	1	149	9	0	1.391823e+03	101	0	3.545031e-01	3.593649e+01	2647	fear	fear_7.png
CEVR	1	150	9	0	1.399127e+03	112	0	3.384736e-01	3.801542e+01	2474	fear	fear_18.png
CEVR	1	151	9	0	1.405492e+03	141	0	2.551724e-01	3.597931e+01	1225	fear	fear_3.png
CEVR	1	152	9	0	1.413314e+03	80	80	4.638252e-01	3.700000e+01	3508	fear	fear_19.png
CEVR	1	153	9	0	1.420201e+03	90	0	4.222367e-01	3.784447e+01	3233	fear	fear_12.png
CEVR	1	154	9	0	1.427228e+03	106	0	3.416887e-01	3.631662e+01	2510	fear	fear_16.png
CEVR	1	155	9	0	1.433506e+03	111	0	3.182600e-01	3.540870e+01	2231	fear	fear_2.png
CEVR	1	156	9	0	1.440023e+03	106	106	3.408792e-01	3.597736e+01	2501	fear	fear_15.png
CEVR	1	157	9	0	1.447277e+03	110	110	3.326483e-01	3.666735e+01	2407	fear	fear_1.png
CEVR	1	158	9	0	1.454901e+03	113	0	3.276822e-01	3.700000e+01	2348	fear	fear_13.png
CEVR	1	159	9	0	1.462029e+03	113	0	3.414184e-01	3.870709e+01	2507	fear	fear_6.png
CEVR	1	160	9	0	1.469609e+03	106	0	3.363636e-01	3.565455e+01	2450	fear	fear_11.png
CEVR	1	161	9	0	1.476086e+03	109	0	3.333333e-01	3.633333e+01	2415	fear	fear_17.png
CEVR	1	162	9	0	1.483216e+03	118	0	3.126509e-01	37	2158	fear	fear_9.png
